Id	primary_heb_full	variant	PlaceId	SourceId
11867	אירופה המזרחית	רוס. און פוילן	1414	2
11870	אירופה המערבית	אירופה המערבית	4409	4
11871	אירופה המערבית	מערב אירופה	4409	2
11873	אירופה המרכזית	אירופה המרכזית	1147	4
11875	אירופה הצפונית	אירופה הצפונית	1416	4
11882	איריה (יוון)	איריה	5238	4
11884	איריטה דיל קאסטילאר (ספרד)	איריטה דיל קאסטילאר	21370	4
11887	אירינגן (גרמניה)	אירינגן	22402	4
11890	איריקי-צ'ו (יפן)	איריקי-צ'ו	11788	4
11892	אירל (גרמניה)	אירל	20847	4
11902	אירלנד	אירלנד	7885	4
11910	אירלנד החדשה (פפואה גינאה החדשה : אי)	אירלנד החדשה	5477	4
11913	אירלנד החדשה (פפואה גינאה החדשה : מחוז)	אירלנד החדשה	15485	4
11915	אירמונט (ניו יורק)	אירמונט	25316	4
11917	אירסינג (צרפת : קנטון)	אירסינג	20269	4
11919	אירפיניה (איטליה)	אירפיניה	1331	4
11921	אירקה (צ'כיה)	איריץ	23479	4
11922	אירקה (צ'כיה)	אירקה	23479	4
11925	אירקוטסק (רוסיה)	אורקוצק	534	4
11926	אירקוטסק (רוסיה)	אירקוטסק	534	1
11927	אירקוטסק (רוסיה)	אירקוסט	534	4
11928	אירקוטסק (רוסיה)	אירקוצק	534	3
11931	אישאטאופאן (מקסיקו)	אישאטאופאן	10425	4
11933	אישטפק (מקסיקו)	אישטפק	17688	4
11935	אישים (רוסיה)	אישים	18789	4
11937	אישיקאווה-קן (יפן)	אישיקאווה	8884	4
11952	אישישוק (ליטא)	איישישאק	15854	2
11953	אישישוק (ליטא)	איישישוק	15854	4
11954	אישישוק (ליטא)	אישישאך	15854	4
11955	אישישוק (ליטא)	אישישוק	15854	4
11956	אישישוק (ליטא)	איששוק	15854	4
11961	סנט ניניאן (סקוטלנד: אי)	אי של סנט ניניאן	2061	4
11963	אישר (ספרד)	איחאר	10126	4
11964	אישר (ספרד)	איחר	10126	4
11965	אישר (ספרד)	אישאר	10126	4
11966	אישר (ספרד)	אישר	10126	4
11971	איתקה (אי) (יוון)	איתיקה	3602	4
11972	איתן (ישראל)	מושב איתן	535	2
11974	איתנים (ישראל)	איתנים	23241	4
11976	איתקה (ניו יורק)	איתקה	7992	4
11983	איתקי (יוון)	איתקי	19989	4
11985	איתרי (איטליה)	איתרי	11903	4
11989	אכאיה (יוון)	אכאיה	12506	4
11993	אכאיה (פרובינקיה רומית)	אכאיה	21109	4
11995	אכדיה	אכדיה	1567	4
11997	אכטה (קלפלד, גרמניה)	אכטה	15911	4
11999	אכלר (ספרד)	אכלר	18218	4
12001	אכצל (גרמניה)	אכצל	12885	4
12003	אל.ימאמה (ערב הסעודית)	אל.ימאמה	14934	4
12006	אלאבה (ספרד : פרובינציה)	אלאבה	19782	4
12008	אלאבה (ספרד)	אלאבה	8696	4
12010	אלאו (נפאל)	אלאו	26106	4
12013	אלאזיג אילי (טורקיה)	אלאזיג אילי	16229	4
12015	אלאטיאן (הונגריה)	אלאטיאן	7105	4
12018	אל אלטו (בוליביה)	אל אלטו	16282	4
12020	אלאמו (סן אנטוניו, טקסס)	אלאמו	1912	4
12023	אל אנג'ל (אקוודור)	אל אנג'ל	19271	4
12032	אלאנד (פינלנד)	אלאנד	11832	4
12035	אל אסנאם (אלג'יריה : מחוז)	אל אסנאם	15115	4
12037	אלארקון (ספרד)	אלארקון	19379	4
12040	אלאשהיר (טורקיה)	אלאשהיר	15127	4
12044	אלבאיסין (גרנדה, ספרד)	אלבאיסין	19549	4
12046	אלבאלאטי דה סינקה (ספרד)	אלבאלאטי דה סינקה	15211	4
12047	אלבאלאטי דה סינקה (ספרד)	אלבלאד דסינקה	15211	4
12049	אלבאלאטי דיל ארסוביספו (ספרד)	אלבאלאט דל ארסובישפו	18522	4
12050	אלבאלאטי דיל ארסוביספו (ספרד)	אלבאלאטי דיל ארסוביספו	18522	4
12052	אל-באסה (ישראל)	אל-באסה	21539	4
12054	אלב-דונאו-קרייז (גרמניה)	אלב-דונאו-קרייז	14678	4
12057	אלבה (אי, איטליה)	אלבה	1069	4
12061	אלבה (איטליה)	אלבה	6326	4
12063	אלבה (גרמניה)	אלבה	19218	4
12065	אלבה (ממלכה)	אלבה	19015	4
12069	אלבה (נהר, צ'כיה וגרמניה)	אלבה	1071	4
12072	אלבה (ספרד)	אלבה	22481	4
12074	אלבה (צרפת)	אלבה	15275	4
12078	אלבה (רומניה : מחוז)	אלבה	9977	4
12081	אלבה דה טורמס (ספרד)	אלבה דה טורמס	13162	4
12092	אלבה יוליה (רומניה)	אלבה יוליה	9566	4
12094	אלבה לונגה (עיר קדומה)	אלבה לונגה	5611	4
12097	אלבוקרקי (ניו מקסיקו)	אלבוקרקי	7822	4
12100	אלבורג (דנמרק)	אאלבורג	9399	4
12101	אלבורג (דנמרק)	אלבורג	9399	4
12103	אלבורג (הולנד)	אלבורג	19754	4
12104	אלבורג (הולנד)	עלבארג	19754	4
12106	אלבורי (אוסטרליה)	אלבורי	14053	4
12108	אלבי (צרפת)	אלבי	10562	4
12112	אלביארסין (סלונים, בלארוס)	אלביארסין	26340	4
12114	אלביון (אילינוי)	אלביון	14027	4
12117	אלביז-לה-ויו (צרפת)	אלביז-לה-ויו	11785	4
12119	אלביי (פיליפינים)	אלביי	6057	4
12121	אלביסהיים (ריינלנד-פפאלץ, גרמניה)	אלביסהיים	26326	4
12124	אלבלג (פולין)	אלבלג	12995	4
12127	אל-בלידה (אלג'יריה : פרובינציה)	אל-בלידה	15883	4
12128	אלבמה	אלאבאמה	536	2
12132	אלבנגה (איטליה)	אלבנגה	8699	4
12135	אלבנו לזיאלה (איטליה)	אלבנו לזיאלה	6013	4
12137	אלבני (ג'ורג'יה)	אלבני	10318	4
12139	אלבני (דרום אפריקה)	אלבני	16828	4
12141	אלבני (ניו יורק)	אולבני	13141	4
12142	אלבני (ניו יורק)	אלבני	13141	4
12173	אלבניה	אלבניה	13422	4
12189	אלבניה (ממלכה קדומה)	אלבניה	15521	4
12191	אלבסטה (ספרד)	אלבסטה	12076	4
12193	אלבף (צרפת)	אלבף	12077	4
12198	אל בקרו דה אוילה (ספרד)	אל בקרו דה אוילה	17451	4
12200	אלבראסין (ספרד)	אלבראסין	9686	4
12208	אלברוס (קברדינו-בלקריה, רוסיה)	אלברוס	12216	4
12210	אלברטה	אלברטה	7680	4
12212	אלברטויל (צרפת)	אלברטויל	15281	4
12216	אלברטירשה (הונגריה)	אירשה	23396	4
12217	אלברטירשה (הונגריה)	אלבערטי-אירשא	23396	4
12218	אלברטירשה (הונגריה)	אלברטירשה	23396	4
12220	אלברפלד (גרמניה)	אלברפלד	18850	4
12224	אלברפלד (וופרטל, גרמניה)	אלברפלד	11338	4
12226	אלברשווילר (גרמניה)	אלברשווילר	23339	4
12229	אל-בת'נה (איחוד האמירויות)	אל-בת'נה	19592	4
12231	אל ג'ו (ערב הסעודית)	אל ג'ו	22169	4
12235	אלג'יר (אלג'יריה : פרובינציה)	אלג'יר	15831	4
12244	אלג'יר (אלג'יריה)	אלג'יר	7621	2
12245	אלג'יר (אלג'יריה)	אלגזאיר	7621	2
12246	אלג'יר (אלג'יריה)	אלגיר	7621	2
12247	אלג'יר (אלג'יריה)	ארג'יל	7621	2
12248	אלג'יר (אלג'יריה)	ארגיל	7621	1
12268	אלג'יריה	אלג'יריה	7903	4
12275	אל ג'ם (תוניסיה)	אל ג'ם	19250	4
12279	אלג'ע'בוב (לוב)	אלג'ע'בוב	20054	4
12282	אלגארבה (פורטוגל)	אלגארבה	7951	4
12284	אלגואס (ברזיל)	אלגואס	7902	4
12286	אלגומה (אונטריו : מחוז)	אלגומה	15036	4
12288	אלגון (ספרד)	אלגון	19810	4
12290	אלגטה (ספרד)	אלגטה	20091	4
12294	אלגרו (איטליה)	אלגרו	10755	4
12295	אלגרו (איטליה)	ללגיר	10755	4
12297	אלגרטה (ריו גרנדה דו סול, ברזיל)	אלגרטה	12282	4
12299	אלגרנז' (מוסל, צרפת)	אלגרנז'	26369	4
12301	אלדא (רומניה)	אלדא	23643	4
12303	אלדאמון (ישראל)	אלדאמון	21336	4
12306	אלדג'סן (שפינגה, גרמניה)	אלדג'סן	20675	4
12310	אל דורדו (קליפורניה)	אל דורדו	20565	4
12312	אלדורה (ניו ג'רזי)	אלדורה	24551	4
12314	אלדיה (ברזיל)	אלדיה	25313	4
12317	אלדנהובן (גרמניה)	אלדנהובן	16706	4
12319	אלדרסבורג (מרילנד)	אלדרסבורג	19180	4
12321	אלדרשוט (אנגליה)	אלדרשוט	12117	4
12324	אלוואר (נסיכות)	אלוואר	12338	4
12326	אלווד (ניו ג'רזי)	אלווד	19376	4
12328	אלווד סיטי (פנסילבניה)	אלווד סיטי	13859	4
12330	אלוונגן (גרמניה)	אלוונגן	14035	4
12334	אלוט אוליטי (מיקרונזיה)	אלוט אוליטי	2325	4
12336	אלומה (ישראל)	אלומה	537	2
12337	אלומה (ישראל)	אלמה	537	4
12338	אלומה (ישראל)	חזון יחזקאל	537	2
12339	אלומה (ישראל)	מושב אלומה	537	2
12341	אלומות (ישראל)	אלומות	538	4
12342	אלומות (ישראל)	אלמות	538	4
12343	אלון (סארת, צרפת)	אלון	346	2
12345	אלונה (ישראל : מועצה אזורית)	אלונה	21706	4
12346	אלון הגליל (ישראל)	אלון הגליל	539	2
12348	אלונו (שבדיה)	אלונו	21187	4
12350	אלוני (פפואה גינאה החדשה)	אלוני	19564	4
12352	אלוני אבא (ישראל)	אלוני אבא	540	2
12354	אלוני הבשן (ישראל)	אלוני הבשן	541	2
12358	אלוני יצחק (ישראל)	אלוני יצחק	21704	2
12359	אלוני יצחק (ישראל)	כפר הנוער אלוני יצחק	21704	4
12360	אלוני יצחק (ישראל)	כפר הנער אלוני יצחק	21704	4
12362	אלונים (ישראל)	אלונים	542	2
12363	אלונים (ישראל)	קבוץ אלונים	542	2
12364	אלונים (ישראל)	קיבוץ אלונים	542	2
12375	אלוניסוס (יוון : אי)	אלוניסוס	1920	4
12377	אלון שבות (גדה מערבית)	אלון שבות	693	2
12378	אלון שבות (גדה מערבית)	אלון-שבות	693	2
12381	אלופקה (אוקראינה)	אלופקה	11504	4
12383	אלוקסנה (לטביה)	אלוקסנה	14299	4
12387	אלור (אינדונזיה)	אלור	5531	4
12389	אלוש (צרפת)	אלוש	16015	4
12395	אלושטה (אוקראינה)	אלושטה	14334	4
12397	אלזה (אלפלד, סקסוניה תחתונה, גרמניה)	אלזה	6020	4
12401	אלזיס (יוון)	אלזיס	13576	4
12406	אלזס (צרפת)	עלזאס	640	3
12414	אלחאדר (עיראק)	אלחאדר	13804	4
12416	אלחואלה (קוסטה ריקה)	אלחואלה	13183	4
12420	אל-חירה (עיראק)	אל-חירה	19750	4
12423	אל חמיזל (מקסיקו וטקסס)	אל חמיזל	3788	4
12425	אלחרה (ירדן)	אלחרה	22029	4
12431	אלטדורף (באדן, גרמניה)	אלטדורף	15863	4
12433	אלטדורף (מחוז נירנברג, גרמניה)	אלטדורף	6499	2
12435	אלטה (נורבגיה)	אלטה	14930	4
12437	אלטה וורפז (גואטמלה)	אלטה וורפז	9920	4
12439	אלטהיים (ביברך, גרמניה)	אלטהיים	19792	4
12442	אלטווילה מיליציה (איטליה)	אלטווילה מיליציה	13037	4
12445	אלטוטינג (גרמניה)	אלטוטינג	10884	4
12447	אלטוידרמוס (רונבורג, הסה, גרמניה)	אלטוידרמוס	26331	4
12449	אלטומונסטר (גרמניה)	אלטומונסטר	17955	4
12451	אלטון (אילינוי)	אלטון	12855	4
12453	אלטון (קיימברידג'שייר, אנגליה)	אלטון	16150	4
12455	אלטון (רוד איילנד)	אלטון	13417	4
12465	אלטוס דה חליסקו (מקסיקו)	אלטוס דה חליסקו	3281	4
12467	אלטופסיו (איטליה)	אלטופסיו	20032	4
12469	אלטייך	אלטייך	21407	4
12471	אלטינו (איטליה)	אלטינו	18307	4
12474	אלטין שינבאך (גרמניה)	אלטין שינבאך	23976	4
12481	אלטיפלאנו	אלטיפלאנו	1931	4
12484	אלטמול, נהר (גרמניה)	אלטמויל	1933	4
12486	אלטמונטה ספרינגס (פלורידה)	אלטמונטה ספרינגס	11572	4
12487	אלטמונטה ספרינגס (פלורידה)	אלטמונט ספרינגס	11572	4
12489	אלטמורה (איטליה)	אלטמורה	16605	4
12491	אלטמן (גרמניה)	אלטמן	15051	4
12493	אלטמרק (גרמניה)	אלטמרק	1932	4
12495	אלטן (גרמניה)	אלטן	14640	4
12497	אלטן (הולנד)	אלטן	17975	4
12499	אלטנבאמברג (באד קרויצנך, גרמניה)	אלטנבאמברג	26328	4
12501	אלטנבורג (גרמניה : מחוז)	אלטנבורג	15967	4
12503	אלטנה (גרמניה)	אלטנה	17785	4
12506	אלטנמור (מור אם זי, גרמניה)	אלטנמור	26342	4
12508	אלטנסטט (הסה, גרמניה)	אלטנסטט	13284	4
12510	אלטנקונסטט (גרמניה)	אלטונקונשטט	17549	4
12511	אלטנקונסטט (גרמניה)	אלטנקונסטט	17549	4
12514	אלטנקירכן (גרמניה : מחוז)	אלטנקירכן	16687	4
12515	אלטנקירכן (גרמניה : מחוז)	אלטנקירשן	16687	4
12517	אלטנקירכן (קובלנץ', גרמניה)	אלטנקירכן	14802	4
12520	אלטקירך (צרפת)	אילקירש	20544	4
12521	אלטקירך (צרפת)	אלטקירך	20544	4
12523	אלטרבורג (תורינגיה, גרמניה)	אלטרבורג	19367	4
12525	אלטרי (איטליה)	אלאטרי	16647	4
12526	אלטרי (איטליה)	אלטרי	16647	4
12531	אלטשוטלנד (פולין)	אלטשוטלנד	23884	4
12532	אלטשוטלנד (פולין)	שאטטלאנד	23884	4
12533	אלטשוטלנד (פולין)	שאטלאנד	23884	4
12534	אלטשוטלנד (פולין)	שוטלנד	23884	4
12536	אליאגה (ספרד)	אליאגה	8725	4
12539	אליאוסה סבמטיה (עיר קדומה)	אליאוסה סבמטיה	5217	4
12542	אליאותרה איילנד (איי בהאמה)	אליאותרה איילנד	12999	4
12544	אליאנס (ניו ג'רזי)	אליאנס	21434	4
12546	אליאנסה (ברזיל)	אליאנסה	25345	4
12548	אליגאר (הודו : מחוז)	אליגאר	13142	4
12550	אליגר (הודו)	אליגר	8988	4
12552	אליותרנה (עיר קדומה)	אליותרנה	4990	4
12557	אליזבטגראדסקי אויזד (אוקראינה)	אליזבטגראדסקי אויזד	13635	4
12561	אליזבת (ניו ג'רזי)	אליזבת	9496	4
12563	אליזבתוויל (צרפת)	אליזבתוויל	26533	4
12564	אליזבתוויל (צרפת)	אליזבתויל	26533	4
12566	אליזבתטאון (קנטקי)	אליזבתטאון	7081	4
12569	אליז-סנט-ריין (צרפת)	אליז-סנט-ריין	9569	4
12571	אליטא (ליטא)	אליטא	17653	4
12573	אלייה (צרפת : מחוז)	אלייה	11830	4
12575	אליכין (ישראל)	אליכין	21508	2
12576	אליכין (ישראל)	מושב אליכין	21508	2
12578	אלינגטון (קיימברידג'שייר, אנגליה)	אלינגטון	19689	4
12581	אלינגן (גרמניה)	אלינגן	18059	4
12582	אלינגן (גרמניה)	עללינגן	18059	4
12584	אלינגסוס (שבדיה)	אלינגסוס	12267	4
12586	אליס (טקסס)	אליס	12280	4
12588	אליס (עיר קדומה)	אליס	3943	4
12590	אליס אילנד (ניו ג'רזי, ניו יורק)	אליס אילנד	3407	4
12594	אלי סיני (רצועת עזה)	אלי סיני	26527	2
12597	אליס ספרינגס (אוסטרליה)	אליס ספרינגס	12535	4
12599	אלי עד (ישראל)	אלי עד	23248	4
12602	אליפורה (הודו)	אליפורה	19943	4
12604	אליפז (ישראל)	אליפז	23235	4
12605	אליפלט (ישראל)	אליפלט	543	2
12607	אליקים (ישראל)	אליקים	544	2
12610	אליקנטה (ספרד : פרובינציה)	אליקנטה	9687	4
12613	אליקנטה (ספרד)	אליקנטה	8701	4
12615	אליריה (אוהיו)	אליריה	11405	4
12618	אלישיב (ישראל)	אלישיב	20328	4
12619	אלישמע (ישראל)	מושב אלישמע	545	2
12622	אלישר (טורקיה)	אלישר	20324	4
12631	אל-כופרה (לוב)	אל-כופרה	5035	4
12639	אל כות (עיראק)	אל כות	20776	4
12643	אלכסנדר (פולין)	אלכסנדר	18106	4
12645	אלכסנדרה פארק (הארינגיי, לונדון, אנגליה)	אלכסנדרה פארק	4819	4
12650	אלכסנדרובסק-סחלינסקי (רוסיה)	אלכסנדרובסק-סחלינסקי	17940	4
12658	אלכסנדריה (אוקראינה)	אלכסנדריה	18391	4
12660	אלכסנדריה (וירג'יניה)	אלכסנדריה	7011	4
12669	אלכסנדריה (מצרים)	אליקסאנדריאה	667	2
12670	אלכסנדריה (מצרים)	אלכסנדריא	667	3
12671	אלכסנדריה (מצרים)	אלכסנדריה	667	2
12672	אלכסנדריה (מצרים)	אלעקסאנדריא	667	2
12673	אלכסנדריה (מצרים)	אלעקסאנדריע מצרים	667	2
12674	אלכסנדריה (מצרים)	אמון	667	4
12675	אלכסנדריה (מצרים)	אסכנדריא	667	4
12676	אלכסנדריה (מצרים)	אסכנדריה	667	2
12677	אלכסנדריה (מצרים)	אסקאנדריא	667	4
12678	אלכסנדריה (מצרים)	נא אמון	667	2
12679	אלכסנדריה (מצרים)	נא אמון-אלכסנדריאה	667	2
12681	אלכסנדריה (פטריארכיה אורטודוקסית)	אלכסנדריה	21479	4
12684	אלכסנדריה של טרואד (טורקיה)	אלכסנדריה של טרואד	5879	4
12689	אלכסנדריה של טרואד (עיר קדומה)	אלכסנדריה של טרואד	5347	4
12692	אלכסנדרפלאץ (ברלין, גרמניה)	אלכסנדרפלאץ	4070	4
12697	אל כף (תוניסיה)	אל כף	23743	4
12698	אל כף (תוניסיה)	כאף	23743	4
12699	אל כף (תוניסיה)	כף	23743	4
12702	אללהבאד (הודו : מחוז)	אללהבאד	14065	4
12709	אללהבאד (הודו)	אללהבאד	8165	4
12715	אללח (עיר קדומה)	אללח	1911	4
12717	אל-לחון (מצרים)	אל-לחון	21186	4
12719	אלמאסאן (ספרד)	אלמאסאן	16620	4
12724	אלמג'מעה (ערב הסעודית)	אלמג'מעה	6076	4
12725	אלמגור (ישראל)	מושב אלמגור	546	2
12727	אלמגרו (ספרד)	אלמגרו	8781	4
12729	אלמדון (אסקס, אנגליה)	אלמדון	6236	4
12731	אלמדנילה (ספרד)	אלמדנילה	18585	4
12734	אל-מדעין (עיר קדומה)	אל-מדעין	22562	4
12737	אלמה דה גרנדה (ספרד)	אלמה דה גרנדה	14327	4
12745	אלמה-יטה (קזחסטאן)	אלמה-יטה	7366	4
12748	אלמהרסט (ניו יורק, ניו יורק)	אלמהרסט	19538	4
12751	אל מוזוטה (אל סלוודור)	אל מוזוטה	17443	4
12753	אלמוט (איראן : מבצר)	אלמוט	23354	4
12756	אלמונד (צרפת)	אלמונד	26327	4
12759	אל מונטה (קליפורניה)	אל מונטה	11162	4
12761	אלמוניאה די דונה גודינה (ספרד)	אלמוניאה די דונה גודינה	23708	4
12762	אלמוניאה די דונה גודינה (ספרד)	אלמוניאה די דונה גורינה	23708	4
12764	אל-מונסיף (לבנון)	אל-מונסיף	21229	4
12766	אלמונקאר (ספרד)	אלמונקאר	9145	4
12768	אלמוס (סונורה, מקסיקו)	אלמוס	17268	4
12770	אלמורה (הודו)	אלמורה	19623	4
12772	אלמיידה (פורטוגל)	אלמיידה	10395	4
12778	אלמינה (גאנה)	אלמינה	16513	4
12780	אלמירה (ניו יורק)	אלמיירה	10010	4
12781	אלמירה (ניו יורק)	אלמיירע	10010	4
12782	אלמירה (ניו יורק)	אלמירה	10010	4
12786	אלמלו (הולנד)	אלמלו	15945	4
12787	אלמלו (הולנד)	אלמעלא	15945	4
12789	אלמסהורן (גרמניה)	אלמסהורן	13285	4
12792	אל-מסילה (אלג'יריה : פרובינציה)	אל-מסילה	15924	4
12795	אלמפרה (קפריסין)	אלמפרה	17619	4
12801	אלמצוראת אלצפראא'	אלמצוראת אלצפראא'	3240	4
12804	אלמרה (הולנד)	אלמרה	11260	4
12806	אלמריה (ספרד : פרובינציה)	אלמריה	8741	4
12809	אלמריה (ספרד)	אלמריאה	8740	4
12810	אלמריה (ספרד)	אלמריה	8740	4
12817	אל-משרפה (סוריה)	אל-משרפה	27063	4
12820	אלנ'ס קריק (אינדיאנה : קריק)	אלנ'ס קריק	1622	4
12822	אלן (מינסטר, גרמניה)	אלן	10924	4
12828	אל נאבק (סוריה)	אל נאבק	17781	4
12830	אלנדייל (פלורידה)	אלנדייל	25453	4
12831	אלנדייל (פלורידה)	אלנדיל	25453	4
12833	אלנוויל (ניו יורק)	אלנוויל	11448	4
12834	אלנוויל (ניו יורק)	אלנויל	11448	4
12835	אלנוויל (ניו יורק)	עלענוויל	11448	4
12837	אלנוויק (אנגליה)	אלנוויק	13921	4
12840	אלנטאון (פנסילבניה)	אלנטאון	7381	4
12843	אלנטז'ו (פורטוגל)	אלנטז'ו	9681	4
12848	אלניה (טורקיה)	אלניה	17895	4
12855	אלנסון (צרפת)	אלנסון	12125	4
12857	אלנס נק (מסצ'וסטס)	אלנס נק	17979	4
12860	אלנשטיין (גרמניה)	אלנשטיין	17154	4
12863	אלס (דנמרק : אי)	אלס	1928	4
12867	אלס (צרפת)	אליץ	9579	4
12868	אלס (צרפת)	אליש	9579	4
12869	אלס (צרפת)	אלס	9579	4
12873	אלסבך-האנליין (גרמניה)	אלסבאך	15431	4
12874	אלסבך-האנליין (גרמניה)	אלסבאך-האנליין	15431	4
12875	אלסבך-האנליין (גרמניה)	אלסבך-האנליין	15431	4
12879	אל סגונדו (קליפורניה)	אל סגונדו	9718	4
12881	אלסדורף (נורדריין וסטפליה, גרמניה)	אלסדורף	26371	4
12884	אל סוברנטה (קליפורניה)	אל סוברנטה	10093	4
12886	אלסטר (אנגליה)	אלסטר	14804	4
12889	אלסטרדורף (המבורג, גרמניה)	אלסטרדורף	7541	4
12892	אל סילנסיו (קראקס, ונצואלה)	אל סילנסיו	16633	4
12896	אל סלבדור	אל סלבדור	7944	4
12897	אל סלבדור	אל סלודור	7944	4
12898	אל סלבדור	אל סלוודור	7944	4
12899	אל סלבדור	על סאלוואדאר	7944	2
12901	אלסלו (לימבורג, הולנד)	אלסלו	21368	4
12904	אל-סמועי (ישראל)	אל-סמועי	22790	4
12908	אלסמיר (נונאווט : אי)	אלסמיר	1076	4
12910	אלסמיריה (ישראל)	אלסמיריה	22677	4
12922	אלסנדריה (איטליה)	אליסנדריא	13681	4
12923	אלסנדריה (איטליה)	אלסנדריה	13681	4
12925	אלסנז (גרמניה)	אלזענץ	15909	4
12926	אלסנז (גרמניה)	אלסנז	15909	4
12929	אל סנטרו (קליפורניה)	אל סנטרו	8599	4
12931	אלספלד (גרמניה)	אלספלד	10922	4
12933	אלספלת' (גרמניה)	אלספלת'	17699	4
12936	אלסקה	אלסקה	6461	4
12940	אלסרגרונד (וינה, אוסטריה)	אלסרגרונד	14685	4
12942	אלע'ביאת (ישראל)	אלע'ביאת	22628	4
12946	אל עג'מי (תל-אביב-יפו, ישראל)	אל עג'מי	19525	4
12947	אל עג'מי (תל-אביב-יפו, ישראל)	שכונת אל עג'מי	19525	4
12951	אלעד (ישראל)	אלעד	21504	2
12953	אל-עזמיה (עיראק)	אל-עזמיה	15578	4
12959	אל-עלמיין (מצרים)	אל-עלמיין	20195	4
12961	אל עמרה (עיר קדומה)	אל עמרה	21365	4
12964	אלעראקיב (ישראל)	אלעראקיב	21337	4
12966	אלפ (הונגריה)	אלפ	14193	4
12969	אל פאלומאר (צ'יוואווה, צ'יוואווה, מקסיקו)	אל פאלומאר	19341	4
12974	אל פאסו (טקסס)	אל פאסו	7448	4
12975	אל פאסו (טקסס)	אל פסו	7448	4
12977	אלפ דה הוט פרובנס (צרפת)	אלפ דה הוט פרובנס	10689	4
12983	אלף האיים (אינדונזיה)	אלף האיים	1705	4
12985	אלפוחראס (ספרד : אזור)	אלפוחראס	21106	4
12987	אלפורויל (צרפת)	אלפורויל	16063	4
12989	אלפטה (שבדיה)	אלפטה	11115	4
12991	אלפיאנלו (איטליה)	אלפיאנלו	14996	4
12992	אלפיאנלו (איטליה)	אלפינאלו	14996	4
12996	אלפים הדאופיניים (צרפת)	אלפים הדאופיניים	1012	4
13000	אלפים הימיים (צרפת ואיטליה)	אלפים הימיים	2579	4
13004	אלפים הליגוריים (איטליה)	אלפים הליגוריים	2559	4
13009	אלפים השוואביים (גרמניה)	אלפים השוואביים	2455	4
13015	אלפים יוליאניים (סלובניה ואיטליה)	אלפים יוליאניים	3754	4
13018	אלפים סבוי (צרפת)	אלפים סבוי	4174	4
13022	אלפים צילרטל (אוסטריה ואיטליה)	אלפים צילרטל	3697	4
13024	אלפים של ואלה (שווייץ)	אלפים של ואלה	3001	4
13031	אלפן-אאן-דן-ריין (הולנד)	אלפן-אאן-דן-ריין	15710	4
13033	אלפנס (ברזיל)	אלפנס	26626	4
13035	אלצ'ה (ספרד)	אלצ'ה	8137	4
13039	אלצ'י גומפה (הודו)	אלצ'י גומפה	14547	4
13042	אל-צח'ירה (תוניסיה)	אל-צח'ירה	18141	4
13044	אלציי (גרמניה)	אלזייא	6249	4
13045	אלציי (גרמניה)	אלציי	6249	4
13048	אלצנאו (גרמניה)	אלצנאו	17178	4
13054	אל-קאב (עיר קדומה)	אל-קאב	5287	4
13057	אל קאחון (קליפורניה)	אל קאחון	11793	4
13058	אל קאחון (קליפורניה)	אל קהון	11793	4
13060	אלקאניז (ספרד)	אלקאניז	15376	4
13061	אלקאניז (ספרד)	אלקאנייס	15376	4
13064	אל קוברה (קובה)	אל קוברה	6065	4
13067	אלקוי (ספרד)	אלקוי	12363	4
13069	אלקוליאה דה סינקה (ספרד)	אלקולאה די סינקה	12951	4
13070	אלקוליאה דה סינקה (ספרד)	אלקוליאה דה סינקה	12951	4
13072	אלקורה (ארגנטינה)	אלקורה	20482	4
13074	אלקוש (ישראל)	מושב אלקוש	547	2
13076	אלקטרז (ספרד)	אלכראס	8743	4
13077	אלקטרז (ספרד)	אלקטרז	8743	4
13080	אל-קימריה (ירושלים, ישראל)	אל-קימריה	21448	4
13082	אלקינס פארק (פנסילבניה)	אלקינס פארק	13770	4
13083	אלקינס פארק (פנסילבניה)	אלקינס פרק	13770	4
13088	אל קלא דס סראנה (מרוקו)	אל קלא דס סראנה	18949	4
13091	אלקלה דה אנארס (ספרד)	אלכאלה די אינאריש	7553	4
13092	אלקלה דה אנארס (ספרד)	אלכלה די אינריש	7553	4
13093	אלקלה דה אנארס (ספרד)	אלקלה דה אנארס	7553	4
13094	אלקלה דה אנארס (ספרד)	אלקלה די הינאריש	7553	4
13096	אלקלה לה ריאל (ספרד)	אלקלה לה ריאל	15797	4
13098	אלקליקונדה (גמביה)	אלקליקונדה	19025	4
13100	אלקמאר (הולנד)	אלקמאר	6426	4
13101	אלקמאר (הולנד)	אלקמר	6426	4
13103	אלקן (גרמניה)	אלקן	26370	4
13105	אלקנטרה (ספרד)	אלקנטרה	17104	4
13107	אלקנטרילה (מורסיה, ספרד)	אלקנטרילה	19961	4
13109	אלקסוטס (קובנה, ליטא)	אלעקסאט	20058	1
13110	אלקסוטס (קובנה, ליטא)	אלקסוטס	20058	4
13111	אלקסוטס (קובנה, ליטא)	אלקסט	20058	4
13113	אלקסנדרה (דרום אפריקה)	אלקסנדרה	16476	4
13117	אלקסניץ (אוקראינה)	אלעקסניץ	26660	2
13118	אלקסניץ (אוקראינה)	אלקסניץ	26660	4
13119	אלקסניץ (אוקראינה)	אלקעסניץ	26660	4
13121	אלקסר (ספרד)	אלקסר	21433	4
13123	אלראס (ישראל)	אלראס	21332	4
13125	אלרבד'ה (ערב הסעודית)	אלרבד'ה	22938	4
